id,rate,votes,cuisine
8624,3.7,36,Fast Food
1272,4.5,546,Continental
952,3.9,94,European
1745,3.8,76,Momos
28911,3.7,107,Chinese
29143,3.6,30,Pizza
6804,3.3,6,Tea
6952,,0,Seafood
5931,,0,Kerala
11608,,0,Street Food
167,3.0,8,Chinese
4298,3.5,551,Chinese
3923,3.1,26,North Indian
24277,3.8,128,North Indian
20256,3.3,17,South Indian
2776,4.2,432,Mediterranean
23671,,0,Fast Food
18737,4.1,191,Fast Food
19897,3.7,56,North Indian
19674,4.4,309,South Indian
12136,3.6,79,Biryani
8487,3.6,14,Fast Food
43648,3.5,254,North Indian
5366,3.2,4,North Indian
42739,3.5,17,Biryani
1452,2.6,231,Chinese
20591,3.3,7,Bakery
52,3.9,55,Thai
42745,,0,Street Food
667,,0,Arabian
15283,3.2,57,Mangalorean
4604,4.2,340,Continental
4165,3.6,25,Biryani
5157,3.7,181,North Indian
43371,3.9,391,Chinese
22752,4.1,327,North Indian
1427,3.6,84,North Indian
1129,3.7,31,North Indian
42137,4.3,354,Beverages
29182,3.6,12,North Indian
16902,,0,Fast Food
1406,4.1,323,American
347,,0,Chinese
22085,3.8,44,Continental
9577,3.6,18,North Indian
3849,3.7,20,South Indian
48665,,0,Chinese
48427,3.7,103,Continental
22427,3.9,91,South Indian
31973,3.5,20,North Indian
32127,,0,South Indian
22373,3.6,194,North Indian
83,3.2,11,North Indian
46325,2.5,79,North Indian
636,4.0,104,Chinese
7645,,0,Biryani
40544,,0,North Indian
40620,,0,Chinese
42802,,0,Chinese
3861,,0,South Indian
249,,0,North Indian
22136,3.2,10,Chinese
1845,3.5,24,North Indian
41075,3.9,116,Fast Food
1967,3.8,509,Fast Food
12186,3.8,295,Fast Food
19052,3.9,115,Fast Food
6797,2.7,92,Fast Food
1892,3.6,276,Fast Food
213,3.9,286,Fast Food
21419,3.3,5,Fast Food
4218,3.7,184,Fast Food
23245,2.9,215,Fast Food
28339,4.0,91,Fast Food
4507,3.2,258,Fast Food
5317,4.0,256,Fast Food
17861,3.7,181,Burger
17413,3.0,394,Fast Food
26252,3.8,184,Fast Food
15028,3.9,388,Fast Food
31722,3.9,357,Burger
14477,3.8,106,Fast Food
41629,3.9,281,Burger
42165,4.0,151,Burger
48293,2.9,136,Fast Food
42758,3.3,8,Burger
10284,3.6,59,Fast Food
47093,3.0,167,Fast Food
1705,3.7,123,Fast Food
6555,3.4,30,Pizza
16854,3.3,4,Desserts
447,,0,Desserts
8071,,0,Desserts
21313,,0,Desserts
17614,,0,Desserts
30300,3.3,5,Desserts
42669,3.5,18,Desserts
3808,3.1,8,Desserts
13372,,0,Desserts
5262,,0,Desserts
8910,3.2,4,Desserts
711,,0,Desserts
3984,,0,Wraps
4805,3.6,19,South Indian
5056,3.4,10,Chinese
17432,3.8,9,Biryani
4834,4.0,205,Biryani
3932,3.9,432,Biryani
4103,4.2,701,Biryani
4847,2.8,39,Burger
21354,3.4,19,Burger
5867,3.7,79,Burger
1830,3.3,6,Burger
10432,3.5,59,Burger
3073,3.6,90,Burger
16298,3.1,73,Burger
3099,3.5,12,Burger
5533,3.3,33,Burger
1880,3.1,10,Burger
12969,3.0,52,Burger
47265,3.2,14,Burger
43082,,0,Burger
10572,3.1,15,Burger
41103,3.4,28,Burger
40089,3.4,28,Burger
3162,3.1,4,Burger
688,3.4,5,Burger
47665,3.6,97,Burger
21910,3.7,17,Fast Food
4669,3.6,91,Chinese
3891,3.9,214,Chinese
21234,3.5,10,North Indian
5027,3.2,23,Mangalorean
4662,4.2,293,Mangalorean
9992,3.8,258,Biryani
856,3.6,54,Chinese
24945,3.9,375,Biryani
3486,4.4,7210,Seafood
425,4.4,4401,North Indian
2955,4.2,1751,Chinese
14059,4.3,2177,Andhra
3681,4.2,3334,Seafood
20380,3.5,131,Andhra
9216,,0,Chinese
14962,,0,Chinese
980,3.2,426,Chinese
42490,4.5,785,Continental
6021,4.0,115,Steak
3839,4.0,347,Chinese
4153,,0,Desserts
4627,3.6,11,Bakery
42723,3.4,34,Desserts
623,,0,Fast Food
18566,,0,Desserts
41963,3.3,10,Bakery
14084,4.0,134,Desserts
14407,4.3,449,Momos
8917,3.3,6,Desserts
941,,0,South Indian
1012,3.2,9,Italian
1015,3.5,49,Pizza
2805,3.8,70,Beverages
41502,3.9,133,Desserts
12834,,0,Kebab
755,,0,Chinese
40311,3.5,38,Chinese
46218,4.0,160,Fast Food
41979,3.3,9,Burger
99,,0,North Indian
1698,3.8,21,Asian
5635,3.7,127,Italian
4734,3.6,455,Chinese
17990,3.2,19,Fast Food
4070,3.0,114,Chinese
7153,2.8,26,Chinese
42578,2.6,492,Chinese
22017,2.7,37,Chinese
17117,,0,South Indian
46276,3.2,6,South Indian
5068,2.1,254,Mughlai
7173,3.2,11,Mughlai
46323,3.0,10,Mughlai
8134,,0,Fast Food
8121,4.1,723,Italian
4167,4.1,601,Italian
16977,3.8,599,Italian
28599,3.7,99,Pizza
5222,3.4,55,Fast Food
7188,,0,Fast Food
14887,4.1,259,Chinese
7082,4.1,80,Chinese
17776,4.9,2090,Desserts
1331,4.5,197,Desserts
20970,,0,Ice Cream
5504,4.4,2266,Continental
388,3.9,18,Healthy Food
5150,2.8,27,North Indian
5213,3.1,11,Chinese
8194,3.3,6,Desserts
19631,,0,Fast Food
11620,3.9,66,Desserts
27500,4.2,468,Asian
410,4.0,232,Chinese
8539,2.8,253,Chinese
38973,3.8,571,North Indian
5554,3.0,12,Chinese
39586,3.0,12,Chinese
42847,,0,Chinese
5193,,0,Fast Food
2569,3.7,94,Biryani
18924,2.7,12,Biryani
4796,3.1,9,Biryani
10665,,0,North Indian
919,3.8,26,Chinese
5093,3.9,1240,Continental
13369,3.3,4,Bakery
881,3.9,56,Mithai
279,3.2,10,Momos
6118,3.2,12,Momos
6900,,0,Mithai
47803,4.4,266,Japanese
3876,4.6,1219,Japanese
19952,3.0,56,North Indian
824,3.8,115,Pizza
41588,,0,Pizza
48301,,0,Pizza
22046,,0,Pizza
403,,0,Fast Food
12535,3.8,27,Chinese
6759,3.4,6,North Indian
3223,,0,Fast Food
4294,3.9,914,Chinese
2830,3.1,18,Chinese
7519,4.0,335,BBQ
22015,3.0,49,North Indian
601,,0,North Indian
4941,3.6,42,North Indian
5210,3.4,11,Kerala
20384,,0,Chinese
41856,3.5,14,Biryani
90,3.4,7,South Indian
22368,3.4,10,Desserts
2890,,0,Momos
3436,4.2,271,North Indian
17286,3.8,22,Momos
6121,4.0,684,Tibetan
5453,4.3,539,Tibetan
5890,3.4,6,Tibetan
4808,3.8,87,Momos
6455,3.8,30,Momos
5913,,0,Fast Food
18875,3.9,26,Fast Food
14596,3.8,221,Momos
4095,3.4,68,Momos
20225,3.2,84,Momos
41760,4.0,124,Street Food
25149,,0,Chinese
3770,,0,Chinese
10264,,0,American
3447,,0,Chinese
47018,,0,Chinese
3914,,0,American
32662,,0,Chinese
599,,0,Chinese
48754,,0,Fast Food
8173,3.1,15,Rolls
3238,3.9,186,Momos
4215,4.0,939,Momos
1688,3.9,625,Momos
21943,,0,Fast Food
7747,,0,Chinese
8407,3.6,10,Chinese
13843,4.5,197,Beverages
6435,3.8,30,Mongolian
14937,4.3,3848,Asian
8525,4.2,271,North Indian
5202,3.4,7,Thai
3509,3.8,35,Bakery
15454,4.1,146,Biryani
4250,3.6,218,Chinese
21367,,0,North Indian
40638,,0,Biryani
17125,3.9,123,Chinese
11427,,0,Chinese
19388,,0,Chinese
40923,2.9,225,North Indian
6450,2.6,74,North Indian
19477,2.8,1870,North Indian
3751,2.9,666,North Indian
964,3.1,1365,Seafood
196,,0,Biryani
15082,3.8,55,Fast Food
8952,3.6,10,Ice Cream
20756,3.9,62,Chinese
4828,3.8,171,Chinese
5211,3.1,11,North Indian
41269,,0,North Indian
41130,3.7,64,Kerala
4373,4.0,547,Mughlai
14385,4.1,551,Kerala
2803,4.2,382,Italian
44241,4.2,383,Italian
35483,4.2,382,Italian
17911,3.7,27,Oriya
17575,,0,Biryani
11703,,0,Fast Food
4498,3.3,4,Street Food
5907,3.9,186,Nepalese
48281,3.7,60,Steak
13702,3.9,36,Italian
6990,,0,Kerala
21817,,0,Fast Food
21121,3.6,198,Momos
17570,,0,North Indian
26516,,0,Kebab
1297,4.2,2709,Continental
46310,3.2,119,Chinese
571,3.3,7,Street Food
3007,2.8,75,Street Food
5662,3.2,34,Street Food
2094,3.6,241,Chinese
40488,,0,Juices
1051,3.4,21,North Indian
6621,3.4,9,Biryani
1086,4.5,1874,Continental
2740,4.2,740,Continental
4004,3.9,727,Continental
1447,3.9,247,Continental
22243,4.6,274,Bakery
20487,3.3,218,Mughlai
4530,3.6,109,North Indian
9520,4.0,434,Chinese
9923,,0,North Indian
5576,3.2,17,North Indian
46004,4.0,117,Biryani
4520,3.5,269,North Indian
976,,0,North Indian
16804,4.0,130,Burger
17348,3.7,133,Continental
7150,3.0,9,Desserts
23487,3.8,72,Desserts
7705,3.7,44,Desserts
5792,,0,Chinese
22014,,0,South Indian
20237,3.5,118,South Indian
43209,3.5,118,South Indian
1292,3.6,23,Desserts
39006,4.2,504,North Indian
687,3.7,61,Desserts
5993,,0,Ice Cream
7273,,0,Ice Cream
41949,,0,Street Food
41706,3.7,100,Chinese
4568,2.9,89,Street Food
39100,3.7,418,Fast Food
17224,3.7,16,Biryani
46275,,0,Fast Food
5088,3.9,65,Bakery
6202,,0,South Indian
3682,3.9,1233,Chinese
9120,3.7,79,Chinese
19722,4.3,2031,North Indian
42873,,0,Burger
4869,3.0,47,Chinese
2167,4.1,888,Continental
4395,3.6,163,Chinese
8786,3.9,338,Chinese
337,3.8,57,Chinese
1685,4.2,465,South Indian
1905,3.6,16,Chinese
16332,,0,Chinese
21820,3.0,14,Asian
6419,3.4,5,Burger
23455,3.7,32,North Indian
45945,4.2,426,Asian
130,3.6,62,Fast Food
2487,,0,Asian
100,,0,Desserts
49846,,0,Desserts
1577,3.7,73,Fast Food
13964,4.1,339,North Indian
3102,3.6,59,Healthy Food
24269,3.7,18,South Indian
7831,3.8,14,Kerala
42320,3.9,70,Fast Food
948,4.1,337,Fast Food
1765,4.1,301,Coffee
11203,4.4,1213,North Indian
1846,3.3,8,South Indian
7493,3.1,4,Biryani
42867,,0,North Indian
2317,,0,South Indian
1042,3.9,484,South Indian
2837,3.1,10,Biryani
41561,2.7,25,South Indian
2913,3.7,35,Chinese
24339,2.9,7,Kebab
6946,3.3,4,Biryani
9015,2.7,16,Andhra
41146,3.7,36,Hyderabadi
6988,4.3,2296,North Indian
5904,4.2,1278,Biryani
14935,4.2,1926,Biryani
11987,4.3,1773,Biryani
43503,4.2,970,Biryani
860,4.0,920,Biryani
4426,2.9,7,Hyderabadi
2460,,0,Hyderabadi
18610,3.0,9,Hyderabadi
18513,3.5,94,South Indian
40017,2.9,9,Hyderabadi
41866,3.3,34,South Indian
12032,2.9,46,North Indian
4945,3.5,13,Biryani
2889,2.7,26,Chinese
23271,3.3,8,Chinese
42570,2.4,135,Chinese
18777,3.9,79,Andhra
43511,4.5,443,Chinese
41123,2.7,33,Chettinad
22033,3.1,5,Chinese
80,3.8,155,Chinese
41677,3.7,18,Continental
3593,,0,Beverages
6064,2.6,75,South Indian
48540,3.7,30,Chinese
7487,3.8,172,South Indian
16164,3.9,82,Fast Food
16780,3.3,6,North Indian
317,,0,South Indian
10263,4.0,94,Kebab
3276,3.7,14,Chinese
1603,3.6,24,Chinese
419,3.9,200,North Indian
42155,4.2,62,Mangalorean
5962,,0,Chinese
7417,3.1,7,South Indian
4475,3.4,51,Fast Food
2276,3.6,68,Biryani
1737,3.5,155,Fast Food
14607,,0,Biryani
41538,3.6,41,North Indian
7860,3.3,213,Chinese
4419,2.9,361,Chinese
19577,3.6,195,North Indian
5345,3.4,7,Chinese
2696,3.6,18,Chinese
1731,3.3,4,Chinese
21166,3.8,50,South Indian
18016,,0,Desserts
48628,,0,Desserts
46380,,0,Desserts
22313,,0,Desserts
7938,,0,Desserts
8949,,0,Desserts
43519,,0,Desserts
48417,4.0,930,Biryani
42648,4.2,1459,Biryani
15610,4.3,1079,Biryani
46169,4.2,1282,Biryani
15181,4.2,902,Biryani
7528,4.1,770,Biryani
6356,4.1,1000,Biryani
21955,4.1,737,Biryani
1721,3.7,7,Kerala
1607,3.0,175,North Indian
3287,3.4,9,Rolls
2960,3.4,13,Biryani
23408,3.8,109,Chinese
1664,3.6,160,Chinese
5689,2.9,108,North Indian
8989,3.6,95,North Indian
12027,3.6,277,Chinese
18367,3.6,535,Seafood
17501,3.5,28,Chinese
18330,2.8,55,Chinese
1968,,0,Rolls
42351,3.3,4,South Indian
9318,4.3,1217,African
41534,4.1,308,Wraps
9786,3.4,8,Chinese
10536,,0,Arabian
4257,4.1,1056,Mexican
1463,3.1,8,South Indian
6542,,0,North Indian
5079,3.9,204,North Indian
20618,3.4,83,Fast Food
40023,4.4,907,Thai
4700,4.4,2386,Thai
1351,,0,Chinese
7756,,0,North Indian
15679,3.2,4,South Indian
4196,3.5,11,North Indian
42311,,0,Mughlai
28876,4.5,941,Beverages
12350,4.2,221,Desserts
6409,4.3,423,Desserts
41755,4.3,188,Beverages
22247,4.3,259,Beverages
48640,4.2,148,Beverages
46210,4.3,273,Beverages
6036,4.3,384,Desserts
4843,4.1,119,Desserts
1347,4.4,366,Desserts
17783,4.6,922,Desserts
46014,3.1,22,Street Food
39024,3.9,32,Italian
12268,3.7,38,Healthy Food
17155,,0,Mangalorean
8009,,0,Chinese
7803,,0,Chinese
41962,,0,Chinese
20778,,0,Chinese
46062,4.0,21,Mughlai
48218,4.0,31,Mughlai
4703,3.5,79,North Indian
23400,,0,North Indian
29383,3.3,4,Chinese
3781,3.6,114,Chinese
10642,,0,North Indian
9925,,0,Chinese
41823,3.7,349,Mughlai
42843,,0,Desserts
7556,3.5,12,South Indian
3915,3.4,7,Fast Food
3920,2.9,45,Andhra
1975,2.5,47,Biryani
8561,2.9,46,Andhra
22660,2.5,47,Biryani
892,,0,Mughlai
3006,3.2,30,Biryani
5544,,0,Biryani
529,3.1,6,Biryani
5251,,0,Chinese
5652,3.4,5,Rolls
23575,,0,Rolls
21767,,0,Biryani
523,3.4,23,Hyderabadi
316,,0,Chinese
17594,,0,Chinese
18093,,0,Chinese
140,3.5,19,Mughlai
41371,3.2,5,Chinese
5608,4.0,119,Chinese
6886,3.1,14,Chinese
41852,3.3,6,Chinese
2159,,0,Fast Food
51336,3.3,4,Nepalese
6054,3.6,39,Mangalorean
20245,3.5,8,North Indian
49058,2.9,11,Chinese
5351,3.8,21,North Indian
8708,3.3,7,South Indian
6491,,0,South Indian
10350,3.3,5,South Indian
125,3.5,16,Andhra
4620,3.7,31,South Indian
41531,2.7,61,Chinese
361,,0,Chinese
46586,,0,North Indian
18223,,0,Asian
1862,3.6,34,Chinese
39057,4.1,253,Chinese
3143,3.5,24,North Indian
18090,,0,Kebab
9902,3.2,7,Kebab
46336,,0,Biryani
42230,,0,Kebab
40440,3.1,71,North Indian
958,3.8,523,Biryani
5160,3.6,11,Chinese
12352,3.1,23,Beverages
329,3.5,12,North Indian
3373,3.6,68,South Indian
1860,3.7,128,Chinese
1001,,0,Biryani
4160,3.5,23,Beverages
10325,3.7,86,Thai
5354,,0,Chinese
6089,3.6,34,Pizza
41886,3.9,39,Chinese
19478,3.7,114,Chinese
1101,3.2,154,Chinese
4929,3.8,273,Continental
9307,,0,South Indian
41521,3.7,229,Chinese
3733,3.9,368,Biryani
4902,3.7,43,Biryani
3326,,0,Biryani
6029,3.1,11,South Indian
66,3.6,42,North Indian
6710,4.0,108,Chinese
22106,,0,Chinese
1950,3.1,8,Andhra
10,,0,Hyderabadi
2713,3.7,39,Chinese
624,,0,Beverages
40759,,0,Desserts
43892,,0,Fast Food
3991,3.7,135,Chinese
6406,,0,North Indian
4437,3.7,83,Fast Food
11026,3.4,13,Fast Food
8579,3.5,54,Chinese
10279,3.5,39,Fast Food
26000,2.9,51,Chinese
4742,3.6,102,Chinese
49165,,0,Biryani
22633,3.4,23,Chinese
7452,3.3,18,Chinese
41844,3.8,46,Chinese
3145,3.7,93,South Indian
41710,3.3,5,Seafood
47427,3.0,106,Chinese
40414,,0,Rolls
42146,4.2,600,North Indian
14352,3.3,26,North Indian
23034,4.0,51,Chinese
2184,,0,South Indian
4572,3.2,4,Chinese
10063,3.4,5,Biryani
42752,3.4,7,Biryani
1802,3.3,48,Chinese
574,3.3,7,South Indian
4107,3.7,36,Chinese
38597,3.2,4,North Indian
3462,3.3,6,Chinese
7590,,0,Chinese
9438,,0,Chinese
3794,4.1,382,Malaysian
43072,,0,Chinese
11809,3.7,50,Biryani
1752,2.9,34,Biryani
41846,3.1,10,Biryani
173,3.6,143,Biryani
48446,3.2,123,Biryani
41,3.9,388,North Indian
46072,3.1,40,Biryani
41805,3.3,4,Biryani
5914,3.1,64,Biryani
9826,3.1,53,Biryani
5536,3.8,29,Biryani
46290,,0,Biryani
36679,,0,Biryani
2135,,0,Chinese
3657,3.9,782,Chinese
1135,3.7,70,Chinese
20821,4.0,960,Chinese
9,3.7,178,Chinese
16300,3.7,123,Chinese
14409,3.2,393,Chinese
41745,3.4,221,North Indian
46044,3.1,151,Chinese
18792,3.0,177,Biryani
24963,2.9,112,Chinese
17036,3.3,7,Rolls
17427,3.4,13,Kerala
40190,,0,Chinese
733,,0,Chinese
5269,2.8,102,Chinese
673,,0,North Indian
2965,3.6,71,South Indian
42366,3.6,68,North Indian
42390,3.6,21,North Indian
41692,3.4,13,North Indian
23451,3.5,50,Chettinad
42265,4.1,62,South Indian
48346,3.3,4,North Indian
41199,,0,Biryani
5081,,0,North Indian
38656,3.1,11,Chinese
23401,,0,South Indian
17500,2.8,118,South Indian
2077,2.7,51,North Indian
18838,2.8,211,North Indian
25163,3.0,38,North Indian
41936,2.7,39,North Indian
42138,2.8,81,North Indian
41814,3.5,100,North Indian
20880,3.8,15,North Indian
46083,3.2,158,North Indian
48457,3.5,10,Fast Food
10912,,0,Mangalorean
41893,3.3,6,Seafood
3832,3.7,20,North Indian
1007,,0,South Indian
15661,2.7,39,Chinese
40384,,0,North Indian
8462,3.2,5,Street Food
8357,3.5,7,Fast Food
46492,,0,North Indian
2902,3.3,111,Chinese
5209,3.5,17,South Indian
40530,3.1,6,Chinese
6518,,0,Fast Food
47008,3.5,293,Chinese
43256,3.1,4,Chinese
830,2.4,56,Chinese
6940,3.3,9,Chinese
3228,3.8,376,Chinese
40642,,0,North Indian
19458,3.9,84,North Indian
145,3.7,70,North Indian
6234,,0,Chinese
18183,3.4,9,Desserts
20529,3.6,14,North Indian
48808,3.3,8,North Indian
32401,,0,North Indian
5439,3.5,47,North Indian
2194,3.6,36,North Indian
23209,,0,South Indian
21840,,0,South Indian
49067,3.2,5,North Indian
1649,3.8,70,North Indian
23511,3.0,11,North Indian
23665,3.6,77,North Indian
20918,,0,North Indian
3410,3.5,23,North Indian
41280,3.6,18,North Indian
206,3.8,39,North Indian
12312,,0,North Indian
22807,3.6,84,North Indian
29079,3.5,8,Fast Food
3411,3.4,19,Chinese
59,3.3,6,Chinese
40377,3.7,39,Italian
6405,3.1,53,North Indian
3626,3.2,20,North Indian
19957,3.2,8,Fast Food
6292,3.0,44,Chinese
14763,2.9,21,Rolls
5233,2.9,142,Chinese
25201,2.9,619,Chinese
17043,2.8,295,Chinese
8157,3.2,22,North Indian
9097,,0,North Indian
6469,,0,Fast Food
5589,,0,Fast Food
11428,3.8,196,Chinese
7174,2.9,39,North Indian
17592,3.5,12,North Indian
42708,3.4,131,North Indian
40548,,0,North Indian
387,3.1,223,Chinese
6798,2.6,54,Chinese
29122,3.7,126,Biryani
23962,3.2,17,Chinese
7864,3.8,38,Beverages
21149,,0,North Indian
41715,3.1,43,North Indian
13341,3.6,16,South Indian
6978,2.6,33,Fast Food
4436,3.7,37,Chinese
3731,,0,South Indian
7495,3.5,10,Biryani
19331,,0,North Indian
18125,,0,Chinese
19586,,0,Chinese
48219,3.6,110,North Indian
15194,4.0,89,Chinese
1665,3.4,51,Chinese
40315,3.4,6,Chinese
38697,3.3,6,Chinese
40114,3.9,36,Momos
191,,0,South Indian
17089,3.5,6,Chinese
6432,3.9,162,Chinese
5484,4.0,353,Chinese
28221,4.0,1113,Chinese
21363,2.6,119,Chinese
8546,3.0,31,Chinese
218,,0,North Indian
15599,3.7,110,North Indian
17391,,0,Biryani
18334,3.9,756,Biryani
1319,3.6,9,Chinese
14901,,0,Seafood
3389,3.8,194,Kerala
41712,3.2,7,Fast Food
848,3.5,44,Bengali
4281,4.0,2112,Continental
41905,3.7,168,North Indian
21631,,0,North Indian
7961,,0,South Indian
40322,4.0,1070,Momos
4014,4.3,336,Indonesian
23472,3.8,98,Momos
3451,4.3,403,Continental
41387,4.2,411,Continental
3607,,0,North Indian
7646,3.7,34,Bengali
25098,4.0,202,Biryani
36461,,0,Chinese
19663,,0,Rajasthani
9926,,0,Rajasthani
3942,3.0,6,North Indian
5680,,0,South Indian
1045,3.1,5,Chinese
4631,3.6,17,North Indian
4831,,0,Chinese
18301,2.9,115,Chinese
42743,,0,North Indian
10011,4.1,671,Pizza
5753,3.2,51,Chinese
6743,,0,North Indian
5300,4.1,162,Street Food
7091,,0,Chinese
41928,3.9,83,Chinese
4768,4.1,297,Seafood
7457,3.6,14,South Indian
43177,3.8,170,Chinese
21175,4.1,120,Ice Cream
1647,4.0,220,North Indian
7422,,0,Chinese
1067,3.7,202,Continental
7151,3.4,11,Fast Food
9316,,0,Juices
1364,,0,North Indian
4617,2.9,4,Fast Food
41129,4.2,52,Healthy Food
3634,4.4,278,Healthy Food
318,,0,Healthy Food
18625,4.3,170,Healthy Food
5033,3.0,106,Chinese
43894,3.7,25,Fast Food
4701,3.7,34,Desserts
1267,4.4,197,Salad
16015,3.6,12,Desserts
4736,3.8,72,Desserts
5448,,0,Biryani
6899,,0,Biryani
29145,3.6,10,Bakery
550,3.1,273,Desserts
3773,,0,Fast Food
6417,3.2,4,Rolls
723,,0,Chinese
777,3.7,25,Chinese
42053,4.8,1156,Desserts
19589,3.5,11,Fast Food
236,3.5,9,North Indian
19728,3.9,40,Continental
1320,2.9,28,Chinese
6833,3.5,10,Desserts
2435,4.3,189,Desserts
4790,3.7,279,Chinese
7322,3.8,213,Continental
22150,3.4,13,Biryani
24634,,0,Gujarati
40535,,0,Oriya
3655,3.2,38,Chinese
21173,3.1,95,North Indian
4173,2.8,62,Bengali
42663,3.7,88,Biryani
18045,3.7,111,North Indian
16262,3.2,13,North Indian
4549,3.7,439,North Indian
42022,4.1,96,Desserts
3610,4.4,1112,Seafood
23683,3.7,68,Continental
22947,4.5,418,European
42272,4.0,207,Asian
40751,,0,Desserts
116,3.7,29,North Indian
5201,4.1,252,North Indian
883,3.3,511,Arabian
8408,4.5,2194,European
22547,3.7,214,North Indian
49014,3.8,59,South Indian
3319,3.1,8,Fast Food
18751,3.9,539,American
4584,,0,Chinese
7609,,0,Fast Food
1254,4.0,2729,Continental
7097,,0,Momos
9206,3.9,30,Momos
2223,3.9,26,Fast Food
377,,0,Fast Food
18057,3.4,19,Chinese
8166,3.9,34,Oriya
1490,3.6,16,Fast Food
3842,3.4,16,Andhra
3490,,0,Continental
11600,,0,Continental
2719,,0,Continental
10195,,0,Continental
15111,,0,Continental
2945,,0,Continental
27425,,0,Continental
41770,3.6,4,Continental
2444,,0,Continental
40344,,0,Continental
18453,3.3,4,Continental
4349,,0,Continental
17275,,0,Street Food
9706,3.8,34,Rolls
40438,,0,Mughlai
3508,,0,Cafe
24408,2.7,26,Italian
1178,3.8,613,Italian
1359,,0,Chinese
4397,4.5,2062,Continental
2305,4.3,1278,Italian
8611,3.7,100,Continental
15413,3.9,324,Momos
24322,4.5,755,North Indian
39979,4.1,137,North Indian
2169,4.1,414,Healthy Food
6891,,0,Kebab
19042,,0,Thai
16679,4.3,840,Cafe
39101,4.4,4869,Cafe
3805,4.4,3738,Cafe
36,4.6,2556,Cafe
22925,4.4,2589,Cafe
13826,4.3,4644,Cafe
3990,4.4,9041,Cafe
38987,4.3,355,Cafe
18075,4.6,2750,Cafe
1633,4.6,1755,Cafe
1370,4.4,4386,Cafe
530,4.5,863,Cafe
39794,4.4,2110,Cafe
39408,,0,Fast Food
40092,3.2,6,Desserts
41273,2.8,29,Street Food
20304,,0,Chinese
2685,3.9,347,Thai
10890,3.4,9,Thai
51102,3.3,10,Thai
4713,3.7,19,Thai
17021,3.6,15,Biryani
40037,3.7,130,Biryani
29477,,0,Desserts
41662,2.9,67,North Indian
41782,2.6,166,North Indian
6277,3.4,224,South Indian
7973,,0,Ice Cream
42369,3.2,7,Chinese
22161,3.4,7,Healthy Food
7414,4.4,1496,Italian
3483,4.7,163,Asian
17538,3.9,1117,North Indian
18014,3.4,4,Desserts
8003,,0,Desserts
42736,3.4,5,Desserts
18054,3.3,21,Desserts
40495,,0,Desserts
22095,3.0,9,Chinese
42725,,0,Desserts
3572,3.5,62,Pizza
22685,,0,Pizza
3963,3.7,53,Italian
41940,,0,Desserts
2438,2.9,45,Chinese
407,,0,Continental
46263,,0,North Indian
7013,,0,Italian
19947,3.8,818,Cafe
42382,3.3,5,Chinese
14936,4.3,164,Salad
43512,4.5,900,Continental
11758,,0,Fast Food
43523,,0,Fast Food
5974,3.2,8,Fast Food
38478,,0,Fast Food
18100,,0,Fast Food
17601,,0,Fast Food
8092,,0,Fast Food
2139,,0,Fast Food
21805,,0,Fast Food
264,2.9,21,Fast Food
11637,,0,Bakery
1043,3.9,1388,North Indian
6321,3.1,44,Chinese
343,2.7,100,Chinese
29565,,0,Chinese
9682,2.6,53,Chinese
7176,3.7,27,North Indian
21818,,0,Juices
4800,3.8,37,Continental
15094,3.6,31,American
2395,4.0,25,Fast Food
3251,,0,Beverages
9079,3.3,6,Paan
4051,3.6,20,Mangalorean
918,4.0,1075,American
16009,3.9,128,Desserts
3904,4.2,131,Desserts
4664,4.3,324,Desserts
5878,3.7,118,Desserts
7656,,0,Chinese
27481,3.9,144,Chinese
14909,3.5,14,Chinese
15932,3.2,41,Street Food
4499,2.8,56,Street Food
384,,0,Biryani
5601,3.9,38,Desserts
43268,3.8,70,Chinese
41900,4.1,289,Chinese
42839,3.4,5,Chinese
124,3.6,19,North Indian
6641,2.9,16,Chinese
17530,2.8,93,Chinese
3475,3.0,155,Biryani
5784,3.6,46,South Indian
3689,,0,South Indian
6559,3.7,244,North Indian
1394,3.8,490,Chinese
14647,4.0,224,South Indian
17854,3.3,44,North Indian
21127,2.9,244,Biryani
40664,,0,Biryani
3329,3.0,15,Chinese
8845,3.5,56,North Indian
46539,3.3,4,North Indian
22179,3.2,4,South Indian
12927,3.5,12,Beverages
4324,4.0,929,Gujarati
2683,4.2,169,Beverages
15721,3.4,13,Juices
413,3.6,13,Street Food
21699,,0,Fast Food
7600,3.2,21,Chinese
22222,,0,North Indian
7702,,0,Paan
7067,,0,Mughlai
6420,3.7,17,Ice Cream
5507,3.8,28,Ice Cream
48496,3.9,175,South Indian
22012,3.7,39,Biryani
21848,3.5,11,Coffee
5376,,0,Biryani
19650,3.6,141,Tea
12587,3.9,689,Tea
2573,3.1,89,Momos
31726,3.5,10,Tea
12650,3.3,33,Tea
4088,3.0,57,Fast Food
188,2.6,118,Chinese
838,4.0,2043,North Indian
2973,4.1,3248,North Indian
3866,,0,North Indian
1854,4.0,1986,North Indian
45998,4.0,1586,North Indian
17869,3.9,1644,North Indian
5956,,0,Chinese
826,3.1,119,Andhra
22665,3.7,124,Steak
3097,3.5,11,North Indian
1732,3.7,257,Chinese
22906,3.7,300,South Indian
209,3.6,42,Italian
42888,,0,Chinese
1768,3.6,33,Chinese
10226,3.2,395,Chinese
9063,2.4,158,Chinese
