id,rate,votes,cuisine
9121,4.5,2781,North Indian
4279,3.6,44,North Indian
4830,3.1,13,North Indian
1847,,0,Biryani
40410,,0,North Indian
41505,3.4,77,Biryani
2556,4.2,380,Biryani
1949,2.5,63,South Indian
12124,3.2,5,South Indian
41554,4.0,1192,South Indian
2203,,0,South Indian
39419,3.2,4,South Indian
41661,4.1,87,Biryani
6593,3.5,11,South Indian
21894,,0,South Indian
6075,3.5,14,South Indian
19319,3.4,8,South Indian
12308,3.3,6,South Indian
15372,3.4,9,South Indian
6912,3.0,15,South Indian
7245,3.9,145,North Indian
117,3.1,7,Chinese
61,3.3,5,Kerala
2702,4.7,4678,North Indian
41542,4.4,2881,North Indian
11771,,0,North Indian
48954,3.2,4,South Indian
6693,3.9,161,North Indian
1979,3.5,17,South Indian
1795,,0,North Indian
17434,3.9,84,Hyderabadi
1139,3.8,100,Cafe
27780,3.6,14,Cafe
40469,3.6,28,North Indian
5795,3.4,10,Biryani
18489,4.0,1413,Thai
11775,4.3,797,Asian
42027,,0,Ice Cream
46383,,0,Ice Cream
4339,4.4,1796,Vietnamese
3108,3.5,17,South Indian
19311,,0,North Indian
7488,,0,Mediterranean
42306,,0,North Indian
24316,3.2,5,Desserts
2668,4.1,252,Bakery
8789,4.2,115,Cafe
7374,4.0,2151,Continental
708,3.6,17,Chinese
18095,,0,North Indian
746,,0,Bakery
8289,3.1,54,Biryani
791,3.3,86,Biryani
4822,,0,Biryani
21927,,0,North Indian
6805,,0,North Indian
5454,,0,North Indian
6357,,0,North Indian
5094,,0,North Indian
21019,,0,North Indian
4046,4.3,490,Bakery
21365,4.1,180,Bakery
4599,3.4,8,Chinese
39031,3.8,24,Cafe
51345,3.1,41,Kerala
46302,,0,North Indian
806,3.8,78,North Indian
29102,3.6,54,North Indian
20539,3.8,507,Chinese
42799,,0,North Indian
492,4.0,633,North Indian
39410,,0,Chinese
13913,4.5,5262,American
49168,2.9,16,North Indian
41845,,0,South Indian
7558,4.0,161,Fast Food
42153,3.9,59,Fast Food
13258,4.4,1830,Fast Food
1903,4.1,279,Fast Food
2195,3.9,15,Sandwich
532,,0,Sandwich
7568,,0,South Indian
8160,,0,North Indian
14044,4.3,666,Japanese
5054,4.2,1365,Asian
40189,4.1,1218,Asian
306,3.8,148,Fast Food
7185,3.7,19,Continental
20831,3.5,15,Biryani
51327,3.4,10,South Indian
51272,3.3,11,North Indian
8636,2.8,43,Cafe
20375,3.4,51,North Indian
6776,2.9,21,Andhra
41750,4.1,469,North Indian
1206,4.0,89,South Indian
3055,3.9,237,South Indian
14746,3.9,54,South Indian
28566,3.6,33,South Indian
46166,,0,South Indian
48790,3.6,4,Beverages
41603,3.7,30,South Indian
19656,,0,South Indian
4445,3.8,31,South Indian
1192,3.0,291,North Indian
7580,3.3,24,North Indian
11709,3.4,8,North Indian
23603,,0,North Indian
1776,3.9,224,North Indian
5686,2.8,20,North Indian
640,,0,North Indian
46320,3.5,27,North Indian
18407,4.2,69,Continental
46192,3.9,510,North Indian
22073,3.9,198,North Indian
20010,3.6,22,North Indian
802,3.7,61,Biryani
46144,3.5,137,North Indian
3993,3.8,37,Ice Cream
48304,3.8,43,Ice Cream
6288,3.5,21,Ice Cream
1227,3.8,21,Ice Cream
22213,3.1,27,Ice Cream
11662,,0,Ice Cream
11578,3.3,6,Ice Cream
211,3.9,28,South Indian
22141,3.4,7,Kerala
19035,3.8,198,Continental
33795,4.0,137,Finger Food
5742,3.8,117,Continental
9881,,0,Healthy Food
4824,3.8,368,North Indian
24251,3.3,80,Healthy Food
9583,3.9,189,Healthy Food
5810,,0,Healthy Food
4139,3.9,70,Healthy Food
18451,3.9,118,Healthy Food
2506,3.9,106,Healthy Food
1943,,0,Bakery
2051,,0,Salad
21974,,0,Healthy Food
5044,,0,North Indian
4203,,0,North Indian
5441,3.8,22,American
3983,,0,American
8183,3.6,16,Beverages
1208,3.2,11,Cafe
5240,,0,Chinese
22011,,0,North Indian
5670,3.6,10,Bakery
10785,3.2,2,Continental
6530,3.4,6,North Indian
21502,,0,Fast Food
345,2.8,58,North Indian
10841,,0,Biryani
32705,4.0,344,Continental
10012,3.9,880,North Indian
4889,4.1,221,North Indian
5697,3.2,34,North Indian
26151,,0,South Indian
22075,,0,South Indian
47314,,0,Bengali
40611,4.0,1116,Italian
7936,4.6,1580,Cafe
823,3.6,11,Fast Food
22581,4.1,200,Korean
363,3.2,9,Finger Food
131,3.7,31,Cafe
3565,2.9,95,North Indian
71,3.6,32,Continental
42078,4.1,4767,Japanese
39016,3.9,72,Cafe
16929,3.7,42,Chinese
18949,3.7,204,North Indian
4357,3.8,181,North Indian
29243,,0,Chinese
12506,3.7,15,Fast Food
4618,,0,Tibetan
23672,,0,North Indian
1534,4.0,245,Bengali
142,,0,North Indian
42021,3.5,12,Desserts
395,,0,Desserts
6155,3.9,75,Ice Cream
29437,3.4,21,Kerala
5853,,0,South Indian
42104,4.3,127,South Indian
42167,4.1,55,South Indian
42063,3.6,15,Mithai
17303,,0,North Indian
3414,3.4,11,South Indian
42787,3.1,6,North Indian
46266,,0,North Indian
5620,,0,North Indian
39357,3.6,18,South Indian
20276,3.2,4,South Indian
5709,3.1,7,North Indian
7112,,0,Bakery
15112,3.0,398,North Indian
3941,,0,North Indian
5882,3.4,49,Biryani
31614,3.1,21,Biryani
5592,,0,North Indian
19664,3.8,33,North Indian
29443,,0,North Indian
40536,,0,Desserts
6154,3.6,21,Bakery
5341,3.8,24,South Indian
40549,,0,Bengali
18220,,0,Bakery
7929,3.4,8,Biryani
41204,,0,Chinese
4719,3.5,11,North Indian
6318,,0,North Indian
17788,4.5,224,Chinese
23699,,0,Chinese
42889,3.9,308,Chinese
22631,3.8,80,Chinese
20075,3.7,38,North Indian
4717,4.2,7193,Continental
4069,4.3,1707,Continental
22021,4.4,816,Continental
2325,3.5,8,Fast Food
8053,3.0,46,Fast Food
9928,,0,Fast Food
233,,0,Fast Food
13350,,0,Chinese
7731,,0,Chinese
1896,3.6,88,North Indian
348,,0,North Indian
43893,,0,Biryani
134,3.6,28,North Indian
504,3.7,23,Italian
10810,3.5,14,Fast Food
4524,3.5,51,Fast Food
49075,3.9,46,South Indian
42406,3.3,4,South Indian
773,4.1,70,South Indian
8103,3.3,4,Fast Food
17085,3.1,8,Fast Food
22159,,0,Fast Food
6816,3.1,55,Rolls
14139,2.9,17,Cafe
12839,,0,Fast Food
48832,,0,South Indian
227,3.8,36,North Indian
20,3.3,5,North Indian
5332,3.7,25,South Indian
5707,,0,South Indian
9757,,0,South Indian
48779,4.3,332,South Indian
15310,3.9,77,South Indian
24351,,0,Biryani
22006,,0,Biryani
8993,,0,South Indian
7628,,0,South Indian
229,,0,North Indian
1432,,0,North Indian
3107,3.2,12,North Indian
617,,0,Andhra
38450,4.2,212,Andhra
5272,3.2,9,South Indian
42833,,0,South Indian
3217,,0,South Indian
42288,,0,Andhra
5042,3.7,51,North Indian
6524,3.5,22,Chinese
9142,,0,South Indian
6925,3.7,10,South Indian
9855,,0,South Indian
1322,3.6,27,Andhra
42299,3.9,46,South Indian
718,,0,North Indian
1127,,0,North Indian
9311,,0,Biryani
17065,,0,South Indian
5073,,0,South Indian
4299,3.8,207,South Indian
19693,,0,South Indian
23574,,0,South Indian
3215,,0,North Indian
26469,3.1,9,South Indian
1114,3.3,5,North Indian
42705,3.6,87,Andhra
29000,3.6,15,North Indian
15084,3.4,94,Kerala
41324,,0,South Indian
21870,,0,South Indian
3129,3.6,79,North Indian
3401,3.5,83,North Indian
20890,,0,Fast Food
41737,3.6,6,South Indian
1895,4.2,253,South Indian
41522,3.7,62,North Indian
41869,3.1,94,North Indian
3352,3.4,16,Chinese
9768,4.0,787,Arabian
22572,,257,Biryani
5681,3.5,24,North Indian
41811,3.6,24,South Indian
4950,3.8,57,Seafood
1970,3.3,9,North Indian
2049,,0,North Indian
41876,3.3,5,South Indian
2216,3.2,9,South Indian
3988,3.9,222,Andhra
15761,,0,Biryani
41752,3.5,79,South Indian
22117,,0,South Indian
41559,3.1,112,South Indian
17003,3.3,7,North Indian
1982,,0,North Indian
11635,3.9,39,Chinese
8493,,0,North Indian
40396,3.6,59,Biryani
48416,3.2,69,South Indian
41556,3.4,62,South Indian
21985,3.2,4,North Indian
16571,2.5,66,North Indian
744,3.2,4,South Indian
1399,3.1,10,Andhra
43878,3.2,4,Chinese
42334,4.1,485,South Indian
42150,4.1,748,South Indian
38696,3.4,5,South Indian
33878,3.9,31,South Indian
2069,4.1,52,South Indian
2300,3.1,266,Chettinad
12903,,0,South Indian
41523,3.8,328,South Indian
24222,3.7,49,Andhra
3323,3.4,4,South Indian
6908,3.3,4,South Indian
49066,3.6,14,South Indian
15126,3.7,257,Biryani
41908,3.5,19,Seafood
48425,3.8,20,Seafood
48162,3.8,219,Mangalorean
4750,3.1,69,Biryani
7026,3.3,7,North Indian
22618,3.7,91,North Indian
38723,3.5,7,South Indian
43866,,0,South Indian
43018,3.8,43,Kerala
1391,,0,Chinese
41935,,0,Biryani
41544,3.6,10,South Indian
2439,3.7,43,North Indian
2897,3.9,88,South Indian
1537,3.9,340,South Indian
40159,3.8,201,Andhra
29562,2.8,26,North Indian
5384,3.1,9,North Indian
437,2.8,25,North Indian
10769,3.2,5,North Indian
6824,2.9,18,North Indian
10910,3.0,32,North Indian
42108,3.9,115,Chinese
7001,,0,South Indian
42313,4.3,678,South Indian
7624,,0,South Indian
9651,,0,Hyderabadi
39343,3.4,5,Andhra
49097,,0,North Indian
3213,,0,South Indian
2120,3.8,133,Mangalorean
23506,3.4,8,Chinese
5605,,0,South Indian
15765,,0,South Indian
48245,3.6,121,North Indian
5705,,0,North Indian
3304,3.2,5,North Indian
12715,3.6,32,South Indian
40454,3.2,6,Chinese
43910,,0,Biryani
656,,0,North Indian
29227,3.6,21,South Indian
6053,,0,North Indian
7967,3.7,24,Biryani
46464,3.5,15,Chinese
13165,3.3,5,Fast Food
2946,2.9,13,North Indian
164,3.7,21,South Indian
48200,3.8,93,South Indian
22103,,0,South Indian
41826,3.9,63,North Indian
38690,3.6,16,Andhra
42300,3.5,9,South Indian
5321,4.2,93,South Indian
2047,,0,South Indian
4067,3.7,17,Burmese
17602,,0,North Indian
42430,,0,South Indian
5065,3.4,11,Biryani
3320,3.3,5,North Indian
552,,0,North Indian
41276,3.4,13,North Indian
537,3.6,21,North Indian
5757,,0,South Indian
23201,,0,South Indian
48900,,0,South Indian
40111,3.6,32,South Indian
1673,3.8,67,Tamil
17389,3.7,73,North Indian
17822,3.5,18,North Indian
2021,4.1,127,North Indian
3180,,0,North Indian
4797,3.6,13,Andhra
41912,3.5,36,South Indian
23619,,0,North Indian
3183,,0,South Indian
13728,3.7,125,Chinese
5175,3.6,10,North Indian
49118,3.0,6,South Indian
1655,3.5,13,North Indian
7016,,0,South Indian
1361,,0,South Indian
5217,3.1,6,North Indian
7247,,0,Andhra
48371,,0,South Indian
172,,0,North Indian
23679,,0,Biryani
38657,,0,South Indian
42500,,0,South Indian
10652,,0,South Indian
12832,,0,South Indian
13183,,0,Kebab
38668,,0,South Indian
8207,3.4,7,North Indian
41579,3.2,17,North Indian
4837,3.6,13,South Indian
9490,,0,South Indian
46272,,0,Chinese
2243,3.4,8,Kerala
5308,,0,South Indian
9874,3.3,6,North Indian
15,3.2,4,North Indian
24990,3.9,116,North Indian
11887,4.4,712,Mangalorean
3164,4.1,66,Mangalorean
40178,3.3,7,North Indian
2130,,0,South Indian
10208,,0,South Indian
39423,,0,South Indian
48516,,0,South Indian
2443,3.7,38,North Indian
40077,3.6,7,North Indian
42211,3.6,20,South Indian
5791,,0,South Indian
38730,,0,South Indian
6928,3.2,5,South Indian
1582,,0,North Indian
3929,,0,South Indian
3029,3.1,30,North Indian
46286,,0,Chinese
7800,,0,American
7201,,0,Asian
20788,,0,American
19990,3.8,81,Continental
21350,,0,Asian
40084,,0,Asian
7019,,0,Desserts
40117,,0,Desserts
3603,,0,Desserts
4280,,0,Desserts
41656,,0,Desserts
40162,,0,Desserts
40104,,0,Desserts
6894,,0,North Indian
21316,,0,North Indian
11776,4.7,3573,Continental
7372,4.8,4390,Continental
681,3.8,540,North Indian
8014,3.6,23,Beverages
12940,3.3,4,Chinese
13735,,0,Cafe
819,,0,North Indian
43164,3.8,60,Bakery
8203,3.1,6,Bakery
3449,3.9,44,Cafe
2267,4.1,93,Italian
4273,3.3,292,Bengali
917,4.1,466,North Indian
2332,3.2,68,South Indian
8730,3.8,320,Hyderabadi
2766,3.7,33,South Indian
17024,,0,Ice Cream
23101,4.0,175,Bengali
4230,3.4,17,Biryani
45941,4.0,820,Chinese
1035,4.3,2241,Chinese
41159,3.8,72,Chinese
46019,2.9,123,Chinese
5006,3.8,54,Biryani
42660,,0,North Indian
6080,3.5,10,North Indian
9134,4.6,311,North Indian
40490,4.0,165,North Indian
4924,3.8,257,North Indian
12600,,0,North Indian
6532,,0,Fast Food
30339,,0,Fast Food
9127,3.9,152,South Indian
29104,3.8,31,South Indian
6720,3.6,112,North Indian
7674,,0,Chinese
8494,,0,South Indian
19703,3.7,100,North Indian
8729,,0,North Indian
5343,3.8,60,Fast Food
3909,3.7,26,Biryani
2640,3.1,7,North Indian
7281,2.5,109,North Indian
43251,4.0,632,Continental
43324,3.4,8,BBQ
4098,3.6,15,North Indian
43400,,0,North Indian
12812,3.2,6,Chinese
42747,3.0,12,North Indian
22114,,0,Fast Food
7156,3.6,51,North Indian
5739,3.3,33,North Indian
17730,,0,Chinese
48664,,0,Fast Food
4271,,0,Chinese
1264,4.3,1463,Cafe
7586,,0,Fast Food
106,3.3,8,North Indian
5838,4.1,358,Chinese
923,3.0,16,Street Food
5955,,0,North Indian
11433,,0,Biryani
6401,3.0,54,Chinese
29046,4.0,203,Bengali
6500,3.3,21,North Indian
7271,,0,North Indian
24364,3.8,27,Cafe
22530,3.9,36,Continental
16134,4.0,40,Indonesian
41312,3.3,5,Chinese
107,3.1,9,South Indian
39342,3.5,112,Fast Food
10270,3.5,58,Fast Food
42292,4.5,96,South Indian
9026,,0,Biryani
7595,3.9,118,North Indian
6124,,0,Biryani
4663,3.0,137,North Indian
3934,4.1,1112,Biryani
9092,3.7,21,Biryani
14437,3.9,1615,Biryani
18548,3.5,374,Biryani
12176,4.3,1348,Biryani
4705,3.6,794,Biryani
3714,3.7,833,Biryani
46348,3.0,66,North Indian
23012,3.7,301,Biryani
5219,3.3,12,Chinese
40000,3.2,145,North Indian
23941,3.3,106,Hyderabadi
772,,0,Biryani
42089,4.1,213,Biryani
22610,4.0,268,Hyderabadi
4054,4.0,717,Hyderabadi
184,2.8,70,Seafood
177,3.7,198,North Indian
1017,3.7,101,Andhra
17411,3.2,30,Biryani
2037,,0,Hyderabadi
1631,3.8,237,Hyderabadi
2082,3.2,136,North Indian
3850,,0,Biryani
46267,3.0,100,Biryani
4081,3.4,33,Biryani
2179,,0,Biryani
20963,2.7,17,Biryani
6091,3.4,7,Hyderabadi
6045,,0,Biryani
21448,,0,Biryani
6203,,0,Biryani
3745,3.5,45,Biryani
2104,3.6,218,Biryani
5765,3.5,19,Biryani
17222,2.9,102,Biryani
721,,0,Hyderabadi
672,,0,North Indian
41268,3.7,23,Biryani
811,4.0,1369,Biryani
20919,4.0,593,Hyderabadi
4072,3.1,41,Hyderabadi
25614,3.4,10,Beverages
42106,,0,Biryani
38339,4.4,374,Finger Food
1118,,0,Desserts
3580,4.0,76,Juices
2251,3.4,6,North Indian
14550,3.8,617,North Indian
7820,,0,Fast Food
51569,3.4,6,Ice Cream
12951,4.0,93,Desserts
1231,3.9,33,Desserts
3446,4.0,59,Desserts
16752,4.0,129,Desserts
22269,3.9,90,Desserts
10978,4.0,197,Desserts
41587,3.6,39,Desserts
46122,3.9,81,Desserts
28785,4.2,349,Desserts
3814,4.0,289,Desserts
24323,3.9,84,Desserts
5860,3.7,54,Desserts
2294,3.9,41,Desserts
1314,3.8,78,Desserts
14542,4.1,608,Continental
43344,,0,Desserts
5399,3.0,96,Continental
23226,3.3,7,Fast Food
7939,3.4,8,Desserts
5152,,0,Ice Cream
16553,,0,Cafe
3277,3.7,26,Beverages
27306,3.6,29,Beverages
18160,3.6,14,Ice Cream
11689,3.1,21,Ice Cream
4320,3.9,84,Ice Cream
40784,3.5,13,Desserts
3458,4.1,192,Desserts
43219,3.2,25,Ice Cream
18036,,0,Ice Cream
21856,,0,Ice Cream
16980,3.0,16,Fast Food
48645,3.7,23,Ice Cream
48,3.6,34,Ice Cream
46274,3.4,6,Ice Cream
4733,3.7,39,Ice Cream
6119,3.7,17,Desserts
6235,,0,Ice Cream
21778,3.4,5,Desserts
67,3.7,42,Desserts
1926,3.8,124,South Indian
4565,3.8,42,Juices
1198,4.0,43,Desserts
30129,4.5,493,Desserts
8930,3.6,8,Desserts
12227,4.3,183,Desserts
22251,3.9,14,Desserts
18912,,0,South Indian
38509,4.1,60,South Indian
12104,4.2,51,South Indian
4422,3.5,26,North Indian
9047,2.6,91,South Indian
2128,,0,South Indian
32059,,0,South Indian
7169,3.2,148,South Indian
1889,3.3,4,Desserts
30291,3.4,10,Ice Cream
22105,,0,Fast Food
11697,3.1,7,Beverages
22089,3.7,14,Kerala
6724,,0,Fast Food
4649,4.0,117,Rolls
281,3.3,13,North Indian
3743,3.9,1838,North Indian
17026,,0,Fast Food
24136,3.2,4,Biryani
889,2.4,125,North Indian
3193,3.9,239,North Indian
724,3.7,264,North Indian
41739,3.8,253,North Indian
6735,2.9,238,North Indian
6433,3.6,241,Seafood
14566,3.9,366,North Indian
17740,3.7,487,Biryani
38616,3.2,4,North Indian
3586,3.9,22,Cafe
39837,4.3,2003,North Indian
16680,4.2,767,North Indian
22418,4.5,1228,North Indian
40837,4.4,2382,North Indian
46661,,0,Fast Food
1159,3.5,10,Juices
12084,3.6,118,Chinese
40855,4.3,246,Asian
12049,,0,Japanese
40884,4.0,89,Italian
9296,3.7,535,North Indian
23435,3.4,182,Chinese
1046,,0,North Indian
40650,,0,North Indian
1601,3.3,211,North Indian
7489,3.6,11,North Indian
886,2.8,83,North Indian
46322,,0,Fast Food
42759,3.7,14,North Indian
9312,3.3,9,Biryani
48926,,0,Biryani
49123,3.1,6,Biryani
42405,3.3,5,Biryani
20973,,0,North Indian
15151,4.0,1217,South Indian
7545,4.1,674,South Indian
4227,,0,Momos
7836,3.3,7,North Indian
7160,3.9,49,North Indian
799,,0,North Indian
2025,2.9,345,North Indian
1824,3.8,234,North Indian
13399,,0,Fast Food
665,3.2,10,North Indian
42099,4.2,485,North Indian
2519,3.0,8,Fast Food
7784,3.4,8,Fast Food
20866,,0,South Indian
42710,3.5,28,North Indian
10340,2.7,140,North Indian
2790,2.9,24,North Indian
3487,3.7,24,North Indian
47421,3.2,4,North Indian
832,3.7,214,North Indian
19180,,0,South Indian
2326,,0,North Indian
41919,3.3,5,Biryani
2361,3.4,23,Burger
9373,3.3,17,Burger
17175,3.5,53,Burger
42722,3.1,16,Burger
41482,3.7,21,Burger
9457,3.4,46,Burger
4074,3.5,28,Burger
24117,3.4,38,Burger
22776,3.3,4,Fast Food
11817,,0,Finger Food
11121,4.3,2349,Finger Food
23653,,0,South Indian
13832,,0,South Indian
6525,,0,South Indian
19121,,0,South Indian
47662,,0,South Indian
42387,3.3,5,South Indian
15432,3.5,21,South Indian
6427,3.6,27,South Indian
5084,3.6,17,South Indian
45742,3.1,6,South Indian
18109,,0,Street Food
17623,,0,North Indian
2723,4.0,72,Street Food
3379,2.8,138,North Indian
5334,3.2,7,North Indian
3924,2.8,105,North Indian
695,,0,Bakery
22367,3.1,27,Desserts
3869,3.6,29,Desserts
10496,3.5,27,Desserts
6013,,0,Desserts
4738,3.6,22,Desserts
20072,3.6,32,Desserts
42727,3.8,17,Bakery
5070,3.8,117,North Indian
5017,3.6,14,Continental
5574,4.1,399,North Indian
2731,4.3,860,Continental
13887,4.3,766,Continental
40979,3.8,67,North Indian
43240,3.6,46,North Indian
8613,3.9,197,South Indian
4117,4.0,167,Fast Food
16578,3.5,10,Burger
7285,3.6,10,Fast Food
737,,0,Burger
40214,3.3,12,Burger
849,3.0,10,Burger
22178,3.0,8,Beverages
7872,3.3,7,Beverages
7631,,0,Beverages
5668,,0,Beverages
40513,,0,Beverages
17078,3.1,6,Beverages
3122,3.9,152,North Indian
10036,3.7,270,North Indian
5726,,0,North Indian
4192,3.9,231,North Indian
24393,3.1,78,North Indian
17471,3.7,175,North Indian
21078,,0,Finger Food
20859,4.0,231,Fast Food
1185,2.9,7,Cafe
9186,,0,Bakery
4696,,0,Fast Food
6136,3.6,323,Pizza
7223,3.8,34,Bakery
5995,3.0,15,North Indian
2825,,0,Cafe
22687,3.2,1,North Indian
7749,3.9,63,Pizza
4583,3.9,41,Pizza
3512,3.4,41,South Indian
41311,3.5,8,South Indian
14023,3.7,28,Cafe
1191,3.1,19,Continental
9862,,0,North Indian
7682,,0,North Indian
15130,3.7,82,Italian
9958,,0,Italian
9148,3.4,12,Biryani
8517,3.9,310,North Indian
1529,3.8,210,North Indian
51306,3.5,38,South Indian
48746,,0,Bakery
1422,3.6,27,Bakery
1476,3.7,44,Bakery
25359,,0,Bakery
11681,,0,Bakery
7653,,0,Bakery
8796,3.5,11,Bakery
6971,,0,Bakery
2869,4.1,52,South Indian
12305,3.4,14,Bakery
44026,4.0,112,South Indian
41819,4.1,327,South Indian
2772,3.8,62,South Indian
19978,3.8,129,North Indian
1612,3.6,35,Seafood
1151,3.8,59,North Indian
14033,3.9,155,Cafe
20781,4.0,142,Fast Food
20431,3.7,690,Chinese
32089,3.3,6,Continental
29298,3.6,20,North Indian
20568,3.8,429,Biryani
5796,,0,South Indian
2042,3.6,35,North Indian
7508,3.2,8,North Indian
19578,,0,North Indian
42779,,0,North Indian
17969,,0,Andhra
24072,3.0,52,North Indian
48369,2.9,6,South Indian
38606,3.6,21,North Indian
28962,4.0,98,Street Food
7544,,0,North Indian
4263,3.8,47,Mithai
13331,,0,Mithai
32614,,0,North Indian
47312,,0,North Indian
1223,3.6,8,Bakery
14907,3.7,57,North Indian
17393,3.7,34,North Indian
1232,3.8,32,Desserts
41863,3.9,675,North Indian
431,4.0,866,North Indian
21029,4.2,2173,North Indian
1,4.1,775,North Indian
41118,3.2,8,North Indian
3479,4.5,3421,North Indian
20325,4.2,519,North Indian
22698,2.8,16,Cafe
24901,3.8,24,Beverages
49130,3.3,9,Biryani
1871,3.8,70,South Indian
28079,3.2,22,South Indian
8711,4.3,67,Cafe
5032,3.8,28,Healthy Food
4818,3.7,132,North Indian
38535,3.7,47,North Indian
41766,2.9,139,Hyderabadi
13734,3.7,39,North Indian
1344,2.6,157,Cafe
49018,3.6,41,North Indian
41683,3.5,25,Maharashtrian
42058,3.5,9,Mithai
845,3.5,35,Biryani
2745,3.6,60,Biryani
13354,3.1,21,South Indian
6779,,0,South Indian
2499,3.8,977,Finger Food
32055,,0,North Indian
46230,3.5,17,North Indian
29043,3.4,8,Biryani
21106,3.9,73,Chinese
15456,,0,North Indian
5386,,0,South Indian
16812,3.6,10,Bakery
24069,3.7,18,Fast Food
42314,4.3,1042,Finger Food
8019,2.8,37,Cafe
334,,0,Cafe
4814,,0,South Indian
17328,3.1,105,North Indian
7302,3.2,8,Seafood
12599,,0,South Indian
16698,4.0,2807,Mughlai
22212,3.4,6,Cafe
9035,,0,Arabian
1781,3.3,7,Biryani
8399,3.6,13,Fast Food
42171,3.5,17,Beverages
18692,3.9,815,American
23663,3.8,674,American
3611,3.9,40,Burger
17063,,0,Desserts
22139,,0,Fast Food
43192,3.4,10,Chinese
479,3.6,14,Healthy Food
23203,,0,South Indian
19878,3.6,23,North Indian
19413,,0,Chinese
7925,3.3,4,North Indian
37085,3.7,15,Mithai
16810,2.9,10,Mithai
644,3.8,29,Desserts
8378,3.7,22,Desserts
6320,3.7,43,Chinese
7551,3.9,66,North Indian
16934,4.1,59,North Indian
15305,4.1,1827,Italian
6104,3.7,31,Arabian
10895,,0,North Indian
43908,,0,North Indian
3702,4.3,315,Kerala
2176,3.3,6,Street Food
1402,3.2,9,Andhra
40512,,0,North Indian
21978,,0,North Indian
5794,3.6,24,Seafood
3427,3.8,127,Fast Food
22860,3.4,13,Juices
40350,3.6,17,Biryani
41980,,0,Fast Food
459,,0,Juices
7028,,0,South Indian
7769,,0,Fast Food
3703,3.4,18,Beverages
7726,,0,Beverages
5530,3.3,4,Juices
19536,3.8,42,Beverages
17790,3.7,45,Beverages
43884,,0,Fast Food
13179,3.1,10,Juices
21809,,0,Beverages
24918,,0,Beverages
15851,3.4,7,Beverages
24436,3.3,15,Beverages
7195,3.4,12,Beverages
4716,2.8,20,Juices
2914,3.9,69,Juices
3082,4.0,138,Juices
12241,4.0,101,Juices
20442,3.7,17,Juices
2813,3.7,17,Juices
4105,3.7,70,Beverages
4315,3.8,210,Juices
1868,3.7,57,Juices
5729,3.9,141,Juices
7776,3.1,28,Beverages
11711,,0,Juices
5135,,0,Burger
17568,,0,Biryani
32023,3.2,6,Juices
4267,3.5,22,Juices
4444,3.4,24,Juices
8386,3.7,15,Juices
5692,3.3,11,Street Food
17174,3.7,17,Juices
21104,,0,Juices
39916,3.6,9,Juices
24886,,0,Juices
19634,,0,Juices
9432,3.5,5,Burger
47241,3.4,32,Beverages
5535,3.8,29,Beverages
9370,3.7,68,Beverages
28933,3.9,164,Beverages
17127,3.7,38,Juices
21452,3.9,31,Beverages
972,3.8,38,Juices
15803,3.8,80,Beverages
1852,3.9,37,Beverages
8752,3.9,43,Beverages
6364,3.1,4,Bakery
7848,,0,Juices
8922,3.2,9,Juices
29502,,0,Beverages
3596,,0,Beverages
30232,3.6,69,Tibetan
1839,3.5,80,Tibetan
4667,3.1,21,Tibetan
27822,3.2,4,Tibetan
11858,3.9,281,Continental
17669,4.0,220,Cafe
4031,,0,Healthy Food
47343,2.7,23,Bakery
3810,3.8,122,Bakery
7941,3.2,46,Bakery
583,,0,Bakery
46213,3.5,24,Bakery
13243,3.5,33,Bakery
8325,3.3,77,Bakery
51530,3.5,10,Bakery
418,3.3,41,Bakery
6983,,0,Bakery
46376,2.6,84,Bakery
11556,3.6,154,Bakery
7205,2.6,22,Bakery
43424,3.7,63,Bakery
18605,3.7,81,Bakery
5057,2.9,65,Bakery
535,3.4,8,Bakery
25273,3.4,25,Bakery
16489,3.0,51,Bakery
26014,3.4,22,Bakery
48493,,0,Bakery
10087,3.6,18,Bakery
2090,3.2,14,Bakery
4416,3.4,6,Bakery
25145,2.9,19,Bakery
22306,3.0,38,Bakery
48609,3.5,14,Bakery
41883,3.4,16,Bakery
40200,3.5,11,Bakery
12862,3.4,7,Bakery
42777,3.7,23,Bakery
40728,3.8,38,Bakery
7512,3.4,24,Bakery
42034,3.0,38,Bakery
5945,3.7,36,Bakery
50907,3.4,15,Bakery
6096,3.8,12,Bakery
48655,,0,Bakery
15014,3.8,32,Bakery
12424,,0,Bakery
5234,3.4,11,Bakery
6895,,0,Sandwich
1512,3.5,11,Fast Food
585,3.4,22,Bakery
3908,3.4,54,Beverages
5568,3.8,80,North Indian
12826,3.7,34,South Indian
16425,,0,North Indian
1709,4.0,162,Street Food
21498,,0,North Indian
16485,4.1,176,Burmese
15804,3.4,6,Ice Cream
682,,0,Bakery
6663,3.4,18,South Indian
22377,3.4,5,North Indian
23545,3.4,5,Chinese
1168,3.6,10,Sandwich
10201,4.3,792,Arabian
2894,3.7,117,Arabian
872,3.9,160,Arabian
8162,3.8,170,Arabian
4000,3.9,78,Arabian
3202,3.8,66,Arabian
39121,3.8,179,Arabian
3430,4.0,410,Arabian
18597,3.8,197,Arabian
10135,3.9,201,Arabian
1436,3.9,176,Arabian
10090,3.8,110,Arabian
4678,3.6,137,Arabian
